issue	N	3-2	He died without issue .	The last issue of penicillin was over a month ago .

trip	N	8-2	He recited the whole poem without a single trip .	An acid trip .

relation	N	8-3	He was the hero according to his own relation .	He has distant relations back in New Jersey .

influence	N	5-1	Her wishes had a great influence on his thinking .	The influence of mechanical action .

fuckup	N	6-6	You 've got to fire that fuckup .	Forgetting our anniversary was a major fuckup .

problem	N	3-6	What 's the problem ?	She and her husband are having problems .

fantasy	N	2-8	A schoolgirl fantasy .	She made a lot of money writing romantic fantasies .

mingle	V	4-2	He was about to mingle in an unpleasant affair .	Resourcefully he mingled music and dance .

stampede	V	2-3	Thunderbolts can stampede animals .	The tavern owners stampeded us into overeating .

value	N	1-3	The value of a crotchet is twice that of a quaver .	He has old-fashioned values .

sculpt	V	0-2	Sculpt a swan out of a block of ice .	She is sculpting the block of marble into an image of her husband .

disaster	N	4-4	The earthquake was a disaster .	His policies were a disaster .

fiddle	V	2-1	The reporter fiddle with the facts .	Zuckerman fiddled that song very nicely .

witness	N	3-2	She can bear witness , since she was there at the time .	As a witness to the event , I can tell you that he really said that .

organization	N	9-2	Over time , the spontaneous movement had become an organization .	His compulsive organization was not an endearing quality .

steam	V	0-2	Steam and clean the upholstered sofa .	It really steams me to see her treat him like that .

lead	N	1-5	The lead was in the dummy .	The children were playing with lead soldiers .

elaborate	V	16-1	What do you mean you did n't come home last night ? Would you care to elaborate ?	She elaborated on the main ideas in her dissertation .

pass	V	10-3	He attempted the examination , but did not expect to pass .	The sports car passed all the trucks .

bake	V	1-0	Potatoes bake to a crisp in the oven .	Bake a cake .

foot	V	0-1	Foot the bill .	To foot ( or foot up ) an account .

sufficiency	N	3-7	He questioned the sufficiency of human intelligence .	Her father questioned the young suitor 's sufficiency .

tone	N	4-6	A clergyman improved the tone of the meeting .	They tested his hearing with pure tones of different frequencies .

increase	N	3-1	They proposed an increase of 15 percent in the fare .	The increase in unemployment .

law	N	1-1	The law came looking for him .	The laws of thermodynamics .

desire	N	2-4	Too much desire can seriously affect one 's judgment .	A man of many desires .

capacity	N	1-8	The capacity of a hard disk drive is usually expressed in megabytes .	The plant is working at 80 per cent capacity .

care	N	6-0	He wrote the manual on car care .	Care had aged him .

stretch	V	0-7	Stretch my patience .	During the Inquisition , the torturers would stretch their victims on a rack .

vegetation	N	1-7	Pleistocene vegetation .	Their holiday was spent in sleep and vegetation .

hand	N	5-7	He wanted to try his hand at singing .	Give the little lady a great big hand .

stage	N	5-3	We are in a transitional stage in which many former ideas must be revised or rejected .	It set the stage for peaceful negotiations .

spray	N	4-1	The bridesmaid carried a spray of lily-of-the-valley .	A spray of bullets .

extract	V	1-1	To extract an essential oil from a plant .	I extracted a promise from the Dean for two new positions .

sew	V	1-3	To sew money into a bag .	Can the seamstress sew me a suit by next week ?

liquidate	V	0-2	Liquidate a company .	The mafia liquidated the informer .

begin	V	0-1	Begin a new chapter in your life .	She began Russian at an early age .

corner	V	0-2	Corner the gold market .	The car corners .

music	N	5-5	He fell asleep to the music of the wind chimes .	You have to face the music .

pickup	N	1-3	Garbage pickup is on Mondays and Thursdays .	She needed the pickup that coffee always gave her .

declare	V	0-2	Declare dividends .	His wife declared at once for moving to the West Coast .

pitch	N	6-10	It is hard to get this pitch off of my hand .	He was employed to see that his paper 's news pitches were not trespassed upon by rival vendors .

mash	V	0-1	Mash the garlic .	To mash on a bicycle pedal .

blaze	N	1-2	The blaze spread rapidly .	Go to blazes .

state	N	5-6	He was in such a state you just could n't reason with him .	Though legally single nations , many states comprise several distinct cultural or ethnic groups .

cook	V	4-2	My husband does n't cook .	The apothecary cooked the medicinal mixture in a big iron kettle .

toast	V	2-0	Let us toast the birthday girl !	Toast bread .

deify	V	3-2	These young men deify financial success .	The people deified their King .

automation	N	7-0	This factory floor is a showcase for automation and robotic equipment .	Automation replaces human workers by machines .

fire	V	5-2	The gun has only been fired two times .	The boss fired his secretary today .

goal	N	2-4	The winning goal came with less than a minute left to play .	She failed in her goal to become captain of the team .

register	V	3-2	Did this event register in your parents ' minds ?	Did you register any change when I pressed the button ?

scrap	V	0-5	Scrap the old airplane and sell the parts .	These two fellows are always scrapping over something .

pitcher	N	1-6	Our pitcher has a sore arm .	He has played every position except pitcher .

whang	V	0-0	Whang away at the school reform plan .	Whang the ball .

pickup	N	6-3	His car has a lot of pickup .	Put out a pickup on that man .

batch	N	3-1	We made a batch of cookies to take to the party .	A batch of letters .

focus	N	1-1	In focus .	The focus of infection .

electricity	N	7-4	They built a car that runs on electricity .	The stage crackled with electricity whenever she was on it .

season	V	3-0	This trip will season even the hardiest traveller .	Season the chicken breast after roasting it .

brand	N	4-9	There 's a new brand of hero in the movies now .	Whenever Sally drinks her favorite beer , Coors ' brand image floods her senses with scenes of being on a hot beach drinking something refreshing .

plague	N	1-5	A plague of grasshoppers .	Those children are a damn plague .

hearth	N	4-1	They sat on the hearth and warmed themselves before the fire .	The hearth was black with the charcoal of many fires .

makeup	N	6-5	She is wearing a lot of makeup .	The two teams played a makeup one week later .

guard	N	2-3	The prison guard unlocked the door of the cell .	We let our guard down .

ring	N	5-2	I 'll give you a ring when the plane lands .	She had rings on every finger .

edge	N	4-3	His voice had an edge to it .	He rounded the edges of the box .

glory	N	1-2	The glory of the sunrise .	He valued glory above life itself .

direction	N	4-4	They proposed a new direction for the firm .	He looked the other direction .

refer	V	0-4	Refer a patient to a specialist .	This plant can be referred to a known species .

conflict	V	3-2	The two proposals conflict !	This behavior conflicts with our rules .

wax	V	0-3	Wax the car .	The moon is waxing .

pop	V	0-2	Pop the clutch .	This popcorn pops quickly in the microwave oven .

stimulate	V	0-2	Stimulate my appetite .	The book stimulated her imagination .

program	N	7-8	Working mothers rely on the day care program .	You ca n't tell the players without a program .

vamp	V	0-0	Vamp up an excuse for not attending the meeting .	Vamp up an old speech .

extent	N	2-1	The full extent of the law .	The extent of his knowledge of the language is a few scattered words .

room	N	0-1	Room for improvement .	The rooms were very small but they had a nice view .

expression	N	1-2	The expression of milk from her breast .	A sad expression .

consideration	N	3-2	He showed no consideration for her feelings .	After much consideration , I have decided to stay .

obstruct	V	0-2	Obstruct the path .	The trees obstruct my view of the mountains .

laughter	N	3-2	He enjoyed the laughter of the crowd .	Their loud laughter betrayed their presence .

manhood	N	7-8	He feared the speedy decline of all manhood .	A strapping youth poised on the brink of manhood .

stun	V	0-2	Stun fish .	The news stunned her .

joke	N	8-5	I regarded his campaign for mayor as a joke .	He told a very funny joke .

function	N	4-6	It was a black-tie function .	A seemingly endless round of social functions .

agency	N	1-0	The agency of providence .	Agency for Toxic Substances and Disease Registry .

batter	N	2-15	The first batter hit the ball into the corner for a double .	To the dismay of his mother , the boy put his finger into the cake batter .

recognition	N	9-12	He looked at her for ten full minutes before recognition dawned .	He was unable to make his motion because he could n't get recognition by the chairman .

splash	N	3-4	I heard a splash when the rock landed in the pond .	The painter put a splash of blue on the wall to make it more colorful .

expense	N	2-7	At the expense of .	He kept a careful record of his expenses at the meeting .

fulfil	V	11-4	You made a promise , son , and now you must fulfil it .	My lady is positively fulfilled of grace .

reshuffle	V	10-4	So as to prevent cheating , he was asked to reshuffle the cards .	The new Prime Minister reshuffled his cabinet .

inclination	N	9-5	Artillery must take account of a weapon 's precise inclination .	He walked with a heavy inclination to the right .

organization	N	4-1	This painting shows little organization at first glance , but little by little the structure becomes clear .	His organization of the work force was very efficient .

immunity	N	4-0	Some people have better immunity to diseases than others .	Immunity to criticism .

harvest	V	5-0	The Chinese are said to harvest organs from executed criminals .	Harvest the grapes .

washout	N	12-8	It was several days after the storm before they could repair the washout and open the road .	As an actor , he was a complete washout , so he went back to accounting .

throw	V	0-1	Throw accusations at someone .	She threw the blanket around the child .

clap	V	0-5	Clap two boards together .	The wings of the birds clapped loudly .

carry	V	1-2	To carry the war from Greece into Asia .	This crime carries a penalty of five years in prison .

bail	N	4-3	He is out on bail .	The judge set bail at $ 10,000 .

walk	N	4-5	He had a funny walk .	The pitcher now has two walks in this inning alone .

variation	N	6-1	An emery wheel is the modern variation of a grindstone .	Any variation in his routine was immediately reported .

residence	N	8-5	He refused to live in the governor 's residence .	A person can have several residences .

eclat	N	1-4	The eclat of a great achievement .	They gave him more eclat than he really deserved .

community	N	3-1	They shared a community of possessions .	A community is infinitely more brutalised by the habitual employment of punishment than it is by the occasional occurrence of crime ( Oscar Wilde ) .

have	V	0-1	Have a postdoc .	She has $ 1,000 in the bank .

resolve	V	4-4	I 'll have to resolve the equation with the new values .	Can this image be resolved ?

hope	N	9-4	In spite of his troubles he never gave up hope .	He was their best hope for a victory .

care	V	2-3	Do you care to try this dish ?	The nurse was caring for the wounded .

tease	V	0-5	Tease tissue for microscopic examinations .	She has a way of teasing men with her flirtatious behavior .

file	V	0-0	File one 's fingernails .	File these bills , please .

game	N	5-1	He is serving for the game .	The game lasted two hours .

scoop	N	3-3	He got a scoop on the bribery of city officials .	He used a scoop to serve the ice cream .

determination	N	1-1	The determination of molecular structures .	His determination showed in his every movement .

cradle	V	0-1	Cradle gold .	He cradled the infant in his arms .

grey	N	4-6	He was dressed in grey .	The Confederate army was a vast grey .

interest	N	5-2	He has a lot of interest in vintage cars .	How much interest do you pay on your mortgage ?

symbol	N	4-4	The eagle is a symbol of the United States .	Chinese people use word symbols for writing .

mound	N	6-3	They have a southpaw on the mound .	They built small mounds to hide behind .

train	N	0-1	Train of mourners .	Express trains do n't stop at Princeton Junction .

focus	N	5-9	The controversy brought clearly into focus an important difference of opinion .	I believe I can bring the high degree of focus required for this important job .

mediate	V	0-1	Mediate between the old and the new .	He mediated a settlement .

bring	V	0-0	Bring comments .	Bring water to the boiling point .

stage	N	5-1	All the world 's a stage -- Shakespeare .	The stage pulled into town carrying the payroll for the mill and three ladies .

account	V	2-3	Passing grades account for half of the grades given in this exam .	I ca n't account for the missing money .

lighten	V	0-1	Lighten the burden of caring for her elderly parents .	She lightened the load on the tired donkey .

chip	N	4-1	This cup has a chip in it .	Potato chip , tortilla chip .

evidence	N	3-3	His trembling was evidence of his fear .	There is no evidence that anyone was here earlier .

colony	N	2-3	The American colony in Paris .	An artists ' colony .

grain	N	1-3	A grain of sugar .	Wheat is a grain that is grown in Kansas .

stick	N	6-7	The policy so far is all stick and no carrot .	Cigarettes are taxed at one dollar per stick .

bench	N	4-6	Injuries have shortened the bench .	She placed the workpiece on the bench , inspected it closely , and opened the cover .

umbrella	N	4-2	Quick , grab that umbrella before you get rained on !	An air umbrella over England .

seal	N	3-8	A coat of seal .	Close the lid tightly to get a good seal .

issue	V	0-1	Issue a new uniform to the children .	Water issued from the hole in the wall .

subject	V	5-2	He did not want to subject himself to the judgments of his superiors .	The sergeant subjected the new recruits to many drills .

repression	N	4-2	His goal was the repression of insolence .	The long repression of Christian sects .

property	N	5-6	Self-confidence is not an endearing property .	The president was concerned about the property across from the White House .

flip	V	12-0	I do n't know what to do -- I may as well flip a coin !	Flip me the beachball .

support	N	3-5	The foundation provided support for the experiment .	The policy found little public support .

puddle	N	5-2	His chair sat in a puddle of books and magazines .	There were puddles of muddy water in the road after the rain .

push	N	5-5	Give the door a hard push if it sticks .	Let 's give one last push on our advertising campaign .

ply	V	1-1	Ships ply the waters near the coast .	He plied his ax with bloody results .

slot	N	5-7	He followed the deer 's slot over the soft turf to the edge of the trees .	The TV program has a new time slot .

recapitulate	V	2-1	Let 's recapitulate the main ideas .	Ontogeny recapitulates phylogeny .

slope	N	4-1	He climbed the steep slope .	The slope of a parabola increases linearly with x.

tap	V	0-2	Tap beer in a bar .	He was tapping his fingers on the table impatiently .

past	N	0-6	Past tense .	Reporters dug into the candidate 's past .

mark	V	0-0	Mark homework .	Mark my words .

suggestion	N	3-0	It was a suggestion we could n't refuse .	Suggestion often works better than explicit demand .

instill	V	0-2	Instill medication into my eye .	Her presence instilled faith into the children .

curl	V	0-1	Curl my hair , please .	She curled farther down under the covers .

holder	N	6-2	Put your umbrella in the umbrella holder .	A towel holder .

acknowledge	V	4-1	In all thy ways acknowledge Him . - Proverbs 3:6 .	She acknowledged his complement with a smile .

confidence	N	5-0	He took me into his confidence .	Confidence is always borrowed , never owned .

loop	V	0-2	Loop a rope .	The bicycle looped around the tree .

blow	V	5-1	Certain insects are said to blow .	He blew a lot of money on his new home theater .

function	N	1-1	The function of a teacher .	The function of an auger is to bore holes .

shape	N	4-8	He cut a square shape out of the cake .	The vet checked to see what kind of shape the animal was in .

prime	V	3-0	I need to prime these handrails before we can apply the finish coat .	Prime a cannon .

fall	N	3-1	The rise and fall of the tides .	A fall from virtue .

play	V	0-1	Play a hooked fish .	She played nervously with her wedding ring .

bootleg	V	0-2	Bootleg tapes of the diva 's singing .	They were bootlegging whiskey .

plan	V	0-3	Plan the new wing of the museum .	The rebels had planned turmoil and confusion .

commitment	N	5-2	A man of energy and commitment .	His business commitments took him to London .

stop	N	4-6	It came to a stop at the bottom of the hill .	The third baseman made some remarkable stops .

conduct	V	0-1	Conduct an orchestra .	He conducted us to the palace .

pig	N	3-7	He was a pig and his apartment a pigpen ; take-away containers and pizza boxes in a long , moldy stream lined his counter tops .	The farmer kept a pen with two pigs that he fed from table scraps and field waste .

complaint	N	11-3	Do n't come too close , I 've got this nasty complaint .	I have no complaints about the quality of his work , but I do n't enjoy his company .

house	N	1-5	The house gets a percentage of every bet .	They had a large carriage house .

pull	N	1-3	The pull up the hill had him breathing harder .	She took a pull on her cigarette .

moderate	V	0-0	Moderate your alcohol intake .	Moderate your speed .

curve	N	3-7	She scribbled a curve on the paper .	You should slow down when approaching a curve .

circus	N	9-8	They used the elephants to help put up the circus .	The children always love to go to the circus .

remount	V	0-1	Remount a regiment .	He remounted his horse .

existence	N	4-2	The biggest tree in existence .	Laws in existence for centuries .

offspring	N	6-13	She was the mother of many offspring .	Industrialism prepared the way for acceptance of the French Revolution 's various socialistic offspring .

crispness	N	1-0	The crispness of his reply .	Crispness of new dollar bills .

possession	N	16-15	The scoreboard shows a little football symbol next to the name of the team that has possession .	Back then , people with psychiatric disorders were sometimes thought to be victims of demonic possession .

trust	N	4-3	The experience destroyed his trust and personal dignity .	He put more trust in his own two legs than in the gun .

refinement	N	3-4	He described a refinement of this technique .	A man of intellectual refinement .

bang	N	5-5	The party went with a bang .	Tiffany has long hair and bangs .

feeling	N	3-5	I had a feeling that she was lying .	I disliked him and the feeling was mutual .

bother	N	3-4	A spot of bother .	A bit of a bother .

proportion	N	2-4	An inordinate proportion of the book is given over to quotations .	A building of vast proportions .

insufficiency	N	7-3	The troops went hungry because of the insufficiency of their supplies .	Pointed out the insufficiencies in my report .

zap	V	0-9	Zap the enemy .	If it 's not warm in the middle , zap it some more .

post	N	5-7	A soldier manned the entrance post .	In England they call mail ` the post ' .

couple	N	5-2	He 's coming for a couple of days .	The engaged couple .

narrow	V	3-2	I can not narrow down the rules for this game .	The road narrowed .

cultivate	V	0-0	Cultivate the land .	Cultivate your musical taste .

communicate	V	1-4	Please communicate this message to all employees .	The disease was mainly communicated via rats and other vermin .

gravitate	V	1-2	Boys gravitate towards girls at that age .	The stars gravitate towards each other .

knot	N	4-5	The bird had a knot of feathers forming a crest .	Their muscles stood out in knots .

street	N	6-3	He worked both sides of the street .	They walked the streets of the small town .

vision	N	3-3	He had a vision of the Virgin Mary .	He had a vision of his own death .

device	N	1-5	The device is small enough to wear on your wrist .	He would stoop to any device to win a point .

knitting	N	4-2	She put down her knitting and went to answer the phone .	I find knitting very relaxing .

adhere	V	3-5	Will this wallpaper adhere to the wall ?	The residents of this village adhered to Catholicism .

round	V	0-0	Round the edges .	Round the bend .

spring	N	1-1	The spring was broken .	The spring of a bow .

sprinkling	N	1-3	A sprinkling of grey at his temples .	Baptized with a sprinkling of holy water .

generation	N	5-5	They had to wait a generation for that prejudice to fade .	Dams were built for the generation of electricity .

model	V	0-0	Model an airplane .	Model the latest fashion .

view	N	15-6	If there are any rabbits in this park , they keep carefully out of our view .	He took the computer with a view to pawning it .

baseline	N	10-3	The ref missed the call . The ball hit the baseline .	The established a baseline for the budget .

program	N	4-1	He proposed an elaborate program of public works .	The program lasted more than two hours .

manner	N	1-2	All manner of persons participate .	His rapid manner of talking .

sweep	V	1-4	Please sweep the floor .	Her new show dog swept all championships .

concoction	N	6-7	He volunteered to taste her latest concoction .	It suddenly spewed out a thick green concoction .

gospel	N	3-4	His word was gospel .	Newton 's writings were gospel for those who followed .

course	N	1-6	The course of the river .	We offer seafood as the first course .

note	N	4-5	The singer held the note too long .	I had to co-sign his note at the bank .

point	N	1-1	A point is defined by its coordinates .	The point of the arrow was due north .

nick	V	0-1	Nick horses .	I nicked myself while I was shaving .

crutch	N	6-3	He uses drugs as a psychological crutch .	He walked on crutches for a month until the cast was removed from his leg .

skip	V	0-1	Skip town .	He skipped a row in the text and so the sentence was incomprehensible .

sweat	N	4-0	He 's in a sweat about exams .	Sweat poured off his brow .

lock	V	0-2	Lock the bike to the fence .	He was locked in a laughing fit .

blade	N	1-2	A blade of lint on his suit .	Gay young blades bragged of their amorous adventures .

grasp	N	4-7	He has a good grasp of accounting practices .	A terrible power had her in its grasp .

acquire	V	1-1	Children acquire language at an amazing rate .	I acquired a strong aversion to television .

series	N	2-2	The third series of Friends aired from 1996 to 1997 .	The harmonic series has been much studied .

race	N	1-10	The race is to the swift .	Some biologists doubt that there are important genetic differences between races of human beings .

crisscross	V	0-1	Crisscross the sheet of paper .	Wrinkles crisscrossed her face .

web	N	5-10	The trees cast a delicate web of shadows over the lawn .	Some of that content is now only available on the Web .

bandy	V	1-1	To bandy words ( with somebody ) .	We bandied around these difficult questions .

center	N	4-8	It is in the center of town .	They were raising money to build a new center for research .

access	N	7-2	He took a wrong turn on the access to the bridge .	He gained access to the building .

tack	V	0-1	Tack the notice on the board .	He tacked together some verses .

land	N	9-7	Maybe that 's how it works in TV - land , bu not in the real world .	He made it the law of the land .

bar	N	3-6	There was no bar against leaving .	The window was protected by steel bars .

exposure	N	5-1	The studio had a northern exposure .	The exposure of his anger was shocking .

hack	V	3-1	I ca n't hack it anymore .	He hacked his way through the forest .

justify	V	0-2	Justify the margins .	The end justifies the means .

claim	N	6-1	They struck in support of their claim for a shorter work day .	His claim asked for damages .

arrangement	N	3-1	He changed the arrangement of the topics .	The arrangement of the furniture .

action	N	3-4	A man of action .	He is out of action .

count	V	4-0	Your views do n't count here .	Count your change .

sensitivity	N	0-4	Sensitivity to pain .	A galvanometer of extreme sensitivity .

intrude	V	4-1	The colors do n't intrude on the viewer .	They intruded on our dinner party .

ball	N	4-5	The children were playing ball on the beach .	She kicked him in the balls and got away .

principal	N	7-10	She sent unruly pupils to see the principal .	A portion of your mortgage payment goes to reduce the principal , and the rest covers interest .

strain	N	5-4	His responsibilities were a constant strain .	He created a new strain of sheep .

sleeper	N	5-7	The winner was a true sleeper -- no one expected him to get it .	The British call a railroad tie a sleeper .

correct	V	0-3	Correct the alignment of the front wheels .	The stock market corrected .

excogitate	V	9-0	The scientist must stop to observe and start to excogitate .	Excogitate a way to measure the speed of light .

matter	N	3-5	Is anything the matter ?	He always took some reading matter with him on the plane .

observe	V	1-1	Please observe the reaction of these two chemicals .	She observed that his presentation took up too much time .

extend	V	0-0	Extend a hand .	Extend your backyard .

rawness	N	7-5	Their poor behavior was due to the rawness of the troops .	After taking a cold , rawness of the larynx and trachea come on .

favor	N	5-4	The outcome was in his favor .	That style is in favor this season .

second	N	5-7	He came in a close second .	The treasure is 2 minutes and 45 seconds south of here .

shock	N	4-5	He was numb with shock .	Whole fields of wheat in shock .

basis	N	6-5	The whole argument rested on a basis of conjecture .	He worked on an interim basis .

quarter	N	1-2	A quarter of a pound .	The Latin Quarter .

importance	N	3-1	A person of importance .	The importance of a well-balanced diet .

score	V	0-1	Score the clay before firing it .	He scored a 200 .

reach	V	1-3	To reach one a book .	This car can reach a speed of 140 miles per hour .

high	N	5-5	I 'm on a permanent high these days .	Summer temperatures reached an all-time high .

campaign	N	3-2	I managed his campaign for governor .	An election campaign .

notice	N	8-2	His hard work soon attracted the teacher 's notice .	He gave notice two months before he moved .

flux	N	4-3	That high a neutron flux would be lethal in seconds .	The newness and flux of the computer industry .

divaricate	V	0-2	Divaricate one 's fingers .	The road divaricates here .

resign	V	0-1	Resign a claim to the throne .	He resigned the crown to follow his heart .

cross	V	0-2	Cross a horse and a donkey .	The trains crossed .

eyeful	N	9-5	They wanted to see violence and they got an eyeful .	She was a statuesque redheaded eyeful .

edit	V	0-5	Edit film .	The same family has been editing the influential newspaper for almost 100 years .

represent	V	1-2	I represent the silent majority .	The flower represents a young girl .

endorsement	N	7-4	A Democrat usually gets the union 's endorsement .	The association announced its endorsement of the policy .

vacate	V	2-0	You must vacate your office by tonight .	Vacate a death sentence .

chokehold	N	6-4	He grabbed the woman in a chokehold , demanded her cash and jewelry , and then fled .	The president applied a chokehold to labor disputes that inconvenienced the public .

rent	V	2-1	Let 's rent a car .	We rented our apartment to friends while we were abroad .

sell	V	4-3	The French try to sell us their image as great lovers .	The new idea sold well in certain circles .

express	V	2-1	Can you express this distance in kilometers ?	Italians express coffee rather than filter it .

juice	N	5-1	Squeeze the orange and some juice will come out .	Digestive juices .

cast	V	0-0	Cast a warm light .	Cast a ballot .

content	N	6-7	The two groups were similar in content .	They could read to their heart 's content .

rusticate	V	0-2	Rusticate the house in the country .	He was rusticated for his bad behavior .

converge	V	2-2	The lines converge at this point .	Social forces converged to bring the Fascists back to power .

bang	N	12-1	When he struck it with a hammer , there was a loud bang .	My bangs keep getting in my eyes when I swim .

carry	V	3-1	He can not carry a tune .	She carried herself well .

wind	N	5-8	That 's a lot of wind .	As they accelerated onto the motorway , the wind tore the plywood off the car 's roof-rack .

train	N	1-4	A train of thought .	It led to a train of disasters .

level	V	0-2	Level the ground .	The hunter levels the gun before taking a shot .

stoop	V	3-1	I wo n't stoop to reading other people 's mail .	He stooped to tie his shoe-laces .

erupt	V	0-1	Erupt in anger .	Unrest erupted in the country .

differ	V	3-3	I beg to differ !	The winter schedule differed from the spring schedule .

ligate	V	0-2	Ligate the artery .	The enzyme ligated .

sign	N	5-3	Do n't forget the minus sign .	It was a sign from God .

aim	N	6-2	It was created with the conscious aim of answering immediate needs .	He took aim and fired .

understanding	N	4-3	He has virtually no understanding of social cause and effect .	There was an understanding between management and the workers .

chapter	N	3-4	He read a chapter every night before falling asleep .	He joined the Atlanta chapter .

put	V	1-0	We put the time of arrival at 8 P.M.	Put your things here .

deflate	V	0-2	Deflate the air mattress .	The balloons deflated .

feed	V	0-2	Feed carrots into a food processor .	Her success feeds her vanity .

leak	N	1-5	The leak gained on the ship 's pumps .	I have to take a leak .

place	V	0-0	Place a phone call .	Place emphasis on a certain point .

naught	N	4-5	It was all for naught .	All my efforts led to naught .

correction	N	7-1	Market runups are invariably followed by a correction .	The correction of his vision with eye glasses .

fumble	V	0-1	Fumble a grounder .	He fumbled the key into the lock .

stress	N	0-3	Stress is a vasoconstrictor .	He put the stress on the wrong syllable .

